utt000000	幫您轉接給 Rita 邱先生,他的分機是 1399。
utt011381	您的快遞單號是 3903270866,預計明天送達。
utt011382	您好,品保部的 Jerry 呂副理 為您服務。
utt011383	系統顯示您的 PDF 報價單 帳號需要更新,請聯絡客服部。
utt011384	Michael 謝襄理 請您回電,電話是 08-4866-1100。
utt011385	麻煩您撥打 02-2489-5507 聯絡 Brian 廖主任,謝謝。
utt011386	您好,請問要預約 Joyce 經理 的時間嗎?
utt011387	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011388	請問是 Catherine 先生嗎?蘇副理要找您。
utt011389	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011390	Kevin 林顧問 請您回電,電話是 03-6111-7040。
utt011391	Sandra 目前正在開會,大約 26 分鐘後回來。
utt011392	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011393	請問您的訂單編號是?方便提供一下嗎?編號是 717339。
utt011394	幫您轉接給 Joyce 張顧問,請稍候。
utt011395	您撥的分機 203 忙線中,請稍後再撥。
utt011396	請問您要找哪一位?是 Linda 還是 Henry?
utt011397	您的Wi-Fi設定已完成,如有問題請撥分機 066。
utt011398	幫您轉接給 Alex 鄭小姐,他的分機是 898。
utt011399	請問您的訂單編號是?方便提供一下嗎?編號是 664520。
utt011400	Sam 許先生 請您回電,電話是 07-6981-6115。
utt011401	您好,請問要預約 Amy 襄理 的時間嗎?
utt011402	關於您的 Server 主機 問題,我幫您轉到行銷部。
utt011403	請問您是要報修 ERP 系統 還是 Server 主機?
utt011404	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011405	您的快遞單號是 1049474824,預計明天送達。
utt011406	關於您的 email 問題,我幫您轉到研發部。
utt011407	Oscar 黃工程師 請您回電,電話是 0914-622-438。
utt011408	Catherine 的 email 已經準備好,請到 11 樓領取。
utt011409	幫您轉接給 Kevin 邱業務,他的分機是 7621。
utt011410	請問您是要報修 PDF 報價單 還是 Server 主機?
utt011411	Henry 目前正在開會,大約 24 分鐘後回來。
utt011412	麻煩您撥打 0972-162-800 聯絡 Karen 鄭工程師,謝謝。
utt011413	Nancy 劉課長 現在不在位子上,需要幫您留言嗎?
utt011414	請問您要找哪一位?是 Karen 還是 Frank?
utt011415	這是 佳世達 的語音信箱,請在嗶聲後留言。
utt011416	今天的會議改到下午 2 點,地點在 15 樓會議室。
utt011417	麻煩您撥打 0942-813-352 聯絡 Rita 江先生,謝謝。
utt011418	您好,請問要預約 Nancy 副理 的時間嗎?
utt011419	系統顯示您的 ERP 系統 帳號需要更新,請聯絡人資部。
utt011420	請問您是要報修 USB 還是 Server 主機?
utt011421	Emily 目前正在開會,大約 18 分鐘後回來。
utt011422	您撥的分機 772 忙線中,請稍後再撥。
utt011423	麻煩您撥打 03-3759-6819 聯絡 Charlie 蔡副理,謝謝。
utt011424	Kevin 的 CRM 系統 已經準備好,請到 4 樓領取。
utt011425	您好,行銷部的 Cindy 邱工程師 為您服務。
utt011426	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011427	Cindy 王小姐 現在不在位子上,需要幫您留言嗎?
utt011428	您的快遞單號是 5936606073,預計明天送達。
utt011429	謝謝您的來電,祝您有美好的一天,再見。
utt011430	您的ERP 系統設定已完成,如有問題請撥分機 8367。
utt011431	幫您轉接給 Charlie 曾先生,他的分機是 4597。
utt011432	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt011433	不好意思,Linda 剛離開,請問要留言給蔡工程師嗎?
utt011434	請問是 Karen 先生嗎?廖組長要找您。
utt011435	不好意思,Jason 剛離開,請問要留言給張助理嗎?
utt011436	您好,財務部的 Karen 黃先生 為您服務。
utt011437	您好,這裡是佳世達,很高興為您服務。
utt011438	幫您轉接給 Grace 曾專員,他的分機是 0359。
utt011439	您的快遞單號是 1984922023,預計明天送達。
utt011440	幫您轉接給 Rita 郭課長,請稍候。
utt011441	幫您轉接給 Amy 郭組長,他的分機是 077。
utt011442	關於您的 CRM 系統 問題,我幫您轉到總務部。
utt011443	麻煩您撥打 05-1252-3950 聯絡 Karen 林協理,謝謝。
utt011444	您的快遞單號是 9167075181,預計明天送達。
utt011445	Oscar 的 Line 群組 已經準備好,請到 5 樓領取。
utt011446	謝謝您的來電,祝您有美好的一天,再見。
utt011447	今天的會議改到下午 1 點,地點在 8 樓會議室。
utt011448	您好,請問要預約 Vivian 課長 的時間嗎?
utt011449	Wendy 楊協理 現在不在位子上,需要幫您留言嗎?
utt011450	您好,這裡是華碩客服中心,很高興為您服務。
utt011451	Frank 劉協理 請您回電,電話是 03-3708-1350。
utt011452	麻煩您撥打 02-1914-8633 聯絡 Charlie 許先生,謝謝。
utt011453	謝謝您的來電,祝您有美好的一天,再見。
utt011454	Karen 周經理 請您回電,電話是 05-2302-9625。
utt011455	請問您是要報修 QR Code 還是 Zoom 連結?
utt011456	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011457	請問您的訂單編號是?方便提供一下嗎?編號是 277761。
utt011458	我們已經把 SSD 硬碟 寄到您的信箱,請查收。
utt011459	請問您的訂單編號是?方便提供一下嗎?編號是 629611。
utt011460	不好意思,Jason 剛離開,請問要留言給張工程師嗎?
utt011461	今天的會議改到下午 1 點,地點在 16 樓會議室。
utt011462	請問您的訂單編號是?方便提供一下嗎?編號是 705928。
utt011463	您撥的分機 310 忙線中,請稍後再撥。
utt011464	Jason 林襄理 請您回電,電話是 03-1745-2036。
utt011465	關於您的 Line 群組 問題,我幫您轉到財務部。
utt011466	您撥的分機 944 忙線中,請稍後再撥。
utt011467	Emily 的 Wi-Fi 已經準備好,請到 8 樓領取。
utt011468	Eric 的 VPN 已經準備好,請到 10 樓領取。
utt011469	Eric 目前正在開會,大約 36 分鐘後回來。
utt011470	關於您的 SSD 硬碟 問題,我幫您轉到業務部。
utt011471	您好,品保部的 Eric 葉主任 為您服務。
utt011472	系統顯示您的 OTP 驗證碼 帳號需要更新,請聯絡資訊部。
utt011473	麻煩您撥打 0943-308-419 聯絡 Jerry 洪協理,謝謝。
utt011474	您好,請問要預約 Victor 助理 的時間嗎?
utt011475	幫您轉接給 Catherine 邱小姐,他的分機是 553。
utt011476	麻煩您撥打 05-2289-4156 聯絡 Helen 蘇經理,謝謝。
utt011477	關於您的 CRM 系統 問題,我幫您轉到行銷部。
utt011478	Catherine 江專員 現在不在位子上,需要幫您留言嗎?
utt011479	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011480	幫您轉接給 Jack 江小姐,請稍候。
utt011481	系統顯示您的 Server 主機 帳號需要更新,請聯絡法務部。
utt011482	Alex 賴專員 請您回電,電話是 0986-841-178。
utt011483	您撥的分機 3106 忙線中,請稍後再撥。
utt011484	幫您轉接給 Brian 劉助理,請稍候。
utt011485	關於您的 Outlook 問題,我幫您轉到資訊部。
utt011486	幫您轉接給 Ivy 張顧問,請稍候。
utt011487	您好,業務部的 Tina 呂小姐 為您服務。
utt011488	請問您的訂單編號是?方便提供一下嗎?編號是 118484。
utt011489	幫您轉接給 Peter 洪副理,請稍候。
utt011490	請問您要找哪一位?是 Steve 還是 Catherine?
utt011491	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011492	您撥的分機 459 忙線中,請稍後再撥。
utt011493	麻煩您撥打 02-8690-4761 聯絡 Daniel 劉顧問,謝謝。
utt011494	Jerry 周協理 現在不在位子上,需要幫您留言嗎?
utt011495	我們已經把 Zoom 連結 寄到您的信箱,請查收。
utt011496	Kelly 鄭業務 請您回電,電話是 0952-812-778。
utt011497	請問您的訂單編號是?方便提供一下嗎?編號是 901896。
utt011498	您好,請問要預約 Tony 專員 的時間嗎?
utt011499	Peter 謝副理 現在不在位子上,需要幫您留言嗎?
utt011500	我們已經把 Line 群組 寄到您的信箱,請查收。
utt011501	麻煩您撥打 0944-502-638 聯絡 Betty 謝顧問,謝謝。
utt011502	幫您轉接給 David 張小姐,他的分機是 463。
utt011503	您撥的分機 819 忙線中,請稍後再撥。
utt011504	您好,行銷部的 Eric 莊課長 為您服務。
utt011505	您撥的分機 9073 忙線中,請稍後再撥。
utt011506	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt011507	請問您的訂單編號是?方便提供一下嗎?編號是 544109。
utt011508	您好,這裡是鼎新資訊,很高興為您服務。
utt011509	您的PDF 報價單設定已完成,如有問題請撥分機 741。
utt011510	關於您的 USB 問題,我幫您轉到技術部。
utt011511	關於您的 email 問題,我幫您轉到客服部。
utt011512	麻煩您撥打 02-7822-4216 聯絡 Helen 葉課長,謝謝。
utt011513	David 的 CRM 系統 已經準備好,請到 6 樓領取。
utt011514	幫您轉接給 David 王助理,請稍候。
utt011515	謝謝您的來電,祝您有美好的一天,再見。
utt011516	Kevin 王組長 請您回電,電話是 0916-476-751。
utt011517	Nancy 目前正在開會,大約 37 分鐘後回來。
utt011518	Victor 賴工程師 請您回電,電話是 0921-992-167。
utt011519	今天的會議改到下午 2 點,地點在 2 樓會議室。
utt011520	系統顯示您的 Wi-Fi 帳號需要更新,請聯絡法務部。
utt011521	您撥的分機 917 忙線中,請稍後再撥。
utt011522	幫您轉接給 Oscar 陳先生,請稍候。
utt011523	今天的會議改到下午 3 點,地點在 3 樓會議室。
utt011524	今天的會議改到下午 2 點,地點在 2 樓會議室。
utt011525	您好,請問要預約 Frank 組長 的時間嗎?
utt011526	這是 中華電信商辦 的語音信箱,請在嗶聲後留言。
utt011527	關於您的 PDF 報價單 問題,我幫您轉到人資部。
utt011528	Alex 周協理 請您回電,電話是 0950-257-610。
utt011529	請問您是要報修 SSD 硬碟 還是 email?
utt011530	您好,客服部的 Linda 江協理 為您服務。
utt011531	請問您是要報修 Zoom 連結 還是 API 介面?
utt011532	您的QR Code設定已完成,如有問題請撥分機 853。
utt011533	您的Server 主機設定已完成,如有問題請撥分機 755。
utt011534	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011535	謝謝您的來電,祝您有美好的一天,再見。
utt011536	關於您的 API 介面 問題,我幫您轉到行銷部。
utt011537	Frank 蔡主任 現在不在位子上,需要幫您留言嗎?
utt011538	關於您的 QR Code 問題,我幫您轉到技術部。
utt011539	您好,研發部的 Steve 林助理 為您服務。
utt011540	您撥的分機 348 忙線中,請稍後再撥。
utt011541	幫您轉接給 Amy 蘇協理,他的分機是 7781。
utt011542	關於您的 USB 問題,我幫您轉到總務部。
utt011543	請問您的訂單編號是?方便提供一下嗎?編號是 598526。
utt011544	謝謝您的來電,祝您有美好的一天,再見。
utt011545	幫您轉接給 Wendy 曾業務,請稍候。
utt011546	關於您的 Zoom 連結 問題,我幫您轉到研發部。
utt011547	您好,請問要預約 Wendy 工程師 的時間嗎?
utt011548	我們已經把 OTP 驗證碼 寄到您的信箱,請查收。
utt011549	Amy 目前正在開會,大約 16 分鐘後回來。
utt011550	Andy 曾小姐 現在不在位子上,需要幫您留言嗎?
utt011551	您好,財務部的 Leo 周組長 為您服務。
utt011552	您的快遞單號是 4544945467,預計明天送達。
utt011553	今天的會議改到下午 3 點,地點在 13 樓會議室。
utt011554	您好,請問要預約 Cindy 業務 的時間嗎?
utt011555	謝謝您的來電,祝您有美好的一天,再見。
utt011556	今天的會議改到下午 1 點,地點在 18 樓會議室。
utt011557	不好意思,Vivian 剛離開,請問要留言給劉課長嗎?
utt011558	Brian 的 Outlook 已經準備好,請到 9 樓領取。
utt011559	關於您的 Zoom 連結 問題,我幫您轉到技術部。
utt011560	謝謝您的來電,祝您有美好的一天,再見。
utt011561	請問您要找哪一位?是 Wendy 還是 Grace?
utt011562	請問您的訂單編號是?方便提供一下嗎?編號是 398868。
utt011563	請問您是要報修 Wi-Fi 還是 API 介面?
utt011564	這是 佳世達 的語音信箱,請在嗶聲後留言。
utt011565	關於您的 PDF 報價單 問題,我幫您轉到採購部。
utt011566	您的快遞單號是 9602314088,預計明天送達。
utt011567	這是 聯華實業 的語音信箱,請在嗶聲後留言。
utt011568	麻煩您撥打 0921-504-524 聯絡 Grace 周襄理,謝謝。
utt011569	您好,這裡是宏達電子,很高興為您服務。
utt011570	Tony 目前正在開會,大約 34 分鐘後回來。
utt011571	不好意思,Oscar 剛離開,請問要留言給鄭襄理嗎?
utt011572	這是 華碩客服中心 的語音信箱,請在嗶聲後留言。
utt011573	謝謝您的來電,祝您有美好的一天,再見。
utt011574	Linda 的 QR Code 已經準備好,請到 4 樓領取。
utt011575	您好,這裡是凌華科技,很高興為您服務。
utt011576	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt011577	Linda 林組長 請您回電,電話是 0980-490-234。
utt011578	Brian 的 AI 語音助理 已經準備好,請到 8 樓領取。
utt011579	請問您的訂單編號是?方便提供一下嗎?編號是 537183。
utt011580	謝謝您的來電,祝您有美好的一天,再見。
utt011581	今天的會議改到下午 1 點,地點在 10 樓會議室。
utt011582	今天的會議改到下午 1 點,地點在 5 樓會議室。
utt011583	請問您的訂單編號是?方便提供一下嗎?編號是 648120。
utt011584	Helen 蔡組長 現在不在位子上,需要幫您留言嗎?
utt011585	關於您的 CRM 系統 問題,我幫您轉到採購部。
utt011586	您的Line 群組設定已完成,如有問題請撥分機 704。
utt011587	關於您的 Zoom 連結 問題,我幫您轉到研發部。
utt011588	Brian 張副理 請您回電,電話是 0932-671-835。
utt011589	不好意思,Cindy 剛離開,請問要留言給周小姐嗎?
utt011590	不好意思,Leo 剛離開,請問要留言給黃副理嗎?
utt011591	Jason 的 AI 語音助理 已經準備好,請到 11 樓領取。
utt011592	幫您轉接給 Helen 洪副理,他的分機是 051。
utt011593	您好,這裡是聯華實業,很高興為您服務。
utt011594	Jason 蔡先生 請您回電,電話是 02-1060-4298。
utt011595	請問您是要報修 PDF 報價單 還是 CRM 系統?
utt011596	謝謝您的來電,祝您有美好的一天,再見。
utt011597	Sophia 的 SSD 硬碟 已經準備好,請到 6 樓領取。
utt011598	您好,技術部的 Oscar 李小姐 為您服務。
utt011599	系統顯示您的 Server 主機 帳號需要更新,請聯絡業務部。
utt011600	我們已經把 QR Code 寄到您的信箱,請查收。
utt011601	您好,這裡是佳世達,很高興為您服務。
utt011602	幫您轉接給 Catherine 楊副理,他的分機是 701。
utt011603	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt011604	您好,請問要預約 Tony 課長 的時間嗎?
utt011605	幫您轉接給 Betty 黃襄理,他的分機是 292。
utt011606	幫您轉接給 Cindy 許主任,他的分機是 0414。
utt011607	您的QR Code設定已完成,如有問題請撥分機 923。
utt011608	Daniel 廖經理 請您回電,電話是 0924-870-449。
